#iter iter*batch time loss_G_GAN loss_G_L1 loss_D_real loss_D_fake
44947 179788 38084.668 8.421 2.466 0.000 0.000
44948 179792 38085.435 8.722 2.481 0.000 0.000
44949 179796 38086.070 8.872 2.482 0.000 0.000
44950 179800 38086.736 7.775 2.434 0.000 0.001
44951 179804 38087.571 8.435 2.458 0.000 0.001
44952 179808 38088.496 9.235 2.463 0.000 0.000
44953 179812 38089.365 8.051 2.408 0.000 0.001
44954 179816 38090.035 10.657 2.534 0.000 0.000
44955 179820 38090.601 13.024 2.396 0.000 0.000
44956 179824 38091.273 20.795 2.322 0.000 0.000
44957 179828 38091.963 13.692 2.537 0.000 0.000
44958 179832 38092.796 12.602 2.493 0.000 0.000
44959 179836 38093.486 9.655 2.519 0.000 0.000
44960 179840 38094.254 8.798 2.472 0.000 0.000
44961 179844 38095.211 8.521 2.422 0.000 0.001
44962 179848 38096.362 8.365 2.366 0.000 0.001
44963 179852 38097.510 8.662 2.399 0.000 0.000
44964 179856 38098.766 9.132 2.424 0.000 0.000
44965 179860 38099.776 8.782 2.453 0.000 0.000
44966 179864 38100.858 9.761 2.397 0.000 0.000
44967 179868 38101.971 13.355 2.290 0.000 0.000
44968 179872 38102.805 18.768 2.390 0.000 0.000
44969 179876 38103.453 16.069 2.454 0.000 0.000
44970 179880 38104.244 12.244 2.420 0.000 0.000
44971 179884 38104.827 10.590 2.481 0.000 0.000
44972 179888 38105.314 9.408 2.379 0.000 0.000
44973 179892 38105.871 8.314 2.395 0.000 0.000
44974 179896 38106.422 8.520 2.389 0.000 0.000
44975 179900 38106.888 9.122 2.417 0.000 0.000
44976 179904 38107.393 8.307 2.437 0.000 0.001
44977 179908 38108.215 10.038 2.383 0.000 0.000
44978 179912 38108.925 12.526 2.270 0.000 0.000
44979 179916 38109.680 14.782 2.352 0.000 0.000
44980 179920 38110.569 13.649 2.439 0.000 0.000
44981 179924 38111.675 10.188 2.384 0.000 0.000
44982 179928 38112.896 9.195 2.326 0.000 0.000
44983 179932 38113.824 8.694 2.385 0.000 0.000
44984 179936 38114.751 8.339 2.452 0.000 0.001
44985 179940 38115.326 8.227 2.448 0.000 0.001
44986 179944 38116.156 8.748 2.275 0.000 0.000
44987 179948 38116.742 8.722 2.310 0.000 0.000
44988 179952 38117.427 8.841 2.270 0.000 0.000
44989 179956 38118.278 8.890 2.321 0.000 0.000
44990 179960 38119.127 9.548 2.284 0.000 0.000
44991 179964 38119.914 9.454 2.304 0.000 0.000
44992 179968 38120.650 11.487 2.269 0.000 0.000
44993 179972 38121.480 13.627 2.344 0.000 0.000
44994 179976 38122.284 13.101 2.336 0.000 0.000
44995 179980 38122.891 12.105 2.316 0.000 0.000
44996 179984 38123.489 10.439 2.299 0.000 0.000
44997 179988 38124.059 9.031 2.288 0.000 0.000
44998 179992 38124.755 8.248 2.257 0.000 0.001
44999 179996 38125.250 8.748 2.239 0.000 0.000
45000 180000 38125.833 8.757 2.336 0.000 0.000
45001 180004 38130.882 8.922 2.279 0.000 0.000
45002 180008 38131.695 7.921 2.259 0.000 0.001
45003 180012 38132.504 9.249 2.260 0.000 0.000
45004 180016 38133.205 12.310 2.341 0.000 0.000
45005 180020 38134.328 20.975 2.309 0.000 0.000
45006 180024 38135.050 14.054 2.361 0.000 0.000
45007 180028 38135.624 11.463 2.320 0.000 0.000
45008 180032 38136.326 9.803 2.303 0.000 0.000
45009 180036 38136.991 8.812 2.342 0.000 0.000
45010 180040 38137.680 8.766 2.374 0.000 0.000
45011 180044 38138.479 8.606 2.310 0.000 0.000
45012 180048 38139.366 8.333 2.296 0.000 0.001
45013 180052 38140.186 9.135 2.282 0.000 0.000
45014 180056 38141.249 11.169 2.263 0.000 0.000
45015 180060 38142.290 17.088 2.338 0.000 0.000
45016 180064 38143.261 24.724 2.224 0.000 0.000
45017 180068 38144.335 22.869 2.341 0.000 0.000
45018 180072 38145.374 21.916 2.283 0.000 0.000
45019 180076 38146.335 21.391 2.350 0.000 0.000
45020 180080 38146.914 21.058 2.220 0.000 0.000
45021 180084 38147.636 20.850 2.343 0.000 0.000
45022 180088 38148.348 20.692 2.254 0.000 0.000
45023 180092 38149.143 20.475 2.339 0.000 0.000
45024 180096 38150.025 20.347 2.245 0.000 0.000
45025 180100 38150.834 20.248 2.234 0.000 0.000
45026 180104 38151.450 20.053 2.199 0.000 0.000
45027 180108 38152.142 19.985 2.181 0.000 0.000
45028 180112 38153.106 19.842 2.122 0.000 0.000
45029 180116 38153.899 19.785 2.224 0.000 0.000
45030 180120 38154.930 19.709 2.201 0.000 0.000
45031 180124 38156.428 19.615 2.175 0.000 0.000
45032 180128 38157.412 19.557 2.186 0.000 0.000
45033 180132 38158.398 19.509 2.099 0.000 0.000
45034 180136 38159.294 19.427 2.080 0.000 0.000
45035 180140 38160.168 19.333 2.186 0.000 0.000
45036 180144 38160.879 19.280 2.176 0.000 0.000
45037 180148 38161.460 19.222 2.059 0.000 0.000
45038 180152 38162.776 19.145 2.160 0.000 0.000
45039 180156 38163.246 19.105 2.167 0.000 0.000
45040 180160 38163.639 19.041 2.126 0.000 0.000
45041 180164 38164.076 18.973 2.106 0.000 0.000
45042 180168 38165.088 18.898 2.176 0.000 0.000
45043 180172 38165.881 18.866 2.179 0.000 0.000
45044 180176 38166.433 18.806 2.162 0.000 0.000
45045 180180 38167.053 18.764 2.133 0.000 0.000
45046 180184 38167.632 18.689 2.220 0.000 0.000
45047 180188 38168.608 18.636 2.137 0.000 0.000
45048 180192 38169.645 18.562 2.081 0.000 0.000
45049 180196 38170.696 18.514 2.112 0.000 0.000
45050 180200 38171.388 18.465 2.060 0.000 0.000
45051 180204 38172.120 18.399 2.105 0.000 0.000
45052 180208 38173.234 18.343 2.072 0.000 0.000
45053 180212 38173.744 18.341 2.013 0.000 0.000
45054 180216 38174.452 18.270 2.106 0.000 0.000
45055 180220 38175.191 18.211 2.097 0.000 0.000
45056 180224 38176.107 18.189 2.048 0.000 0.000
45057 180228 38176.737 18.117 2.061 0.000 0.000
45058 180232 38177.850 18.086 2.033 0.000 0.000
45059 180236 38178.779 18.010 1.949 0.000 0.000
45060 180240 38179.805 17.954 2.009 0.000 0.000
45061 180244 38180.538 17.931 2.009 0.000 0.000
45062 180248 38181.398 17.892 2.064 0.000 0.000
45063 180252 38182.139 17.833 2.070 0.000 0.000
45064 180256 38183.105 17.807 2.239 0.000 0.000
45065 180260 38184.143 17.703 2.052 0.000 0.000
45066 180264 38184.987 17.670 2.069 0.000 0.000
45067 180268 38185.575 17.595 2.015 0.000 0.000
45068 180272 38186.258 17.593 2.095 0.000 0.000
45069 180276 38186.883 17.502 1.996 0.000 0.000
45070 180280 38187.644 17.499 2.047 0.000 0.000
45071 180284 38188.655 17.458 1.969 0.000 0.000
45072 180288 38189.862 17.379 1.996 0.000 0.000
45073 180292 38190.874 17.365 2.007 0.000 0.000
45074 180296 38191.758 17.278 1.976 0.000 0.000
45075 180300 38192.597 17.240 2.022 0.000 0.000
45076 180304 38193.362 17.199 1.987 0.000 0.000
45077 180308 38194.092 17.141 1.981 0.000 0.000
45078 180312 38194.763 17.102 1.981 0.000 0.000
45079 180316 38195.367 17.019 1.933 0.000 0.000
45080 180320 38195.932 17.006 1.905 0.000 0.000
45081 180324 38196.515 16.933 1.948 0.000 0.000
45082 180328 38197.113 16.948 2.021 0.000 0.000
45083 180332 38198.083 16.895 1.917 0.000 0.000
45084 180336 38199.092 16.813 1.860 0.000 0.000
45085 180340 38200.183 16.827 1.935 0.000 0.000
45086 180344 38201.248 16.796 1.838 0.000 0.000
45087 180348 38201.972 16.712 1.947 0.000 0.000
45088 180352 38202.600 16.680 1.956 0.000 0.000
45089 180356 38203.338 16.660 1.970 0.000 0.000
45090 180360 38203.930 16.581 1.981 0.000 0.000
45091 180364 38204.597 16.532 1.973 0.000 0.000
45092 180368 38205.332 16.500 2.040 0.000 0.000
45093 180372 38206.120 16.483 2.013 0.000 0.000
45094 180376 38207.025 16.444 1.935 0.000 0.000
45095 180380 38207.939 16.384 1.961 0.000 0.000
45096 180384 38208.762 16.319 2.000 0.000 0.000
45097 180388 38209.712 16.294 1.898 0.000 0.000
45098 180392 38210.782 16.230 1.923 0.000 0.000
45099 180396 38211.831 16.229 1.961 0.000 0.000
45100 180400 38212.646 16.166 1.997 0.000 0.000
45101 180404 38213.815 16.121 1.918 0.000 0.000
45102 180408 38214.585 16.080 2.047 0.000 0.000
45103 180412 38215.197 16.028 1.860 0.000 0.000
45104 180416 38215.795 16.089 2.022 0.000 0.000
45105 180420 38216.354 15.948 1.992 0.000 0.000
45106 180424 38216.810 15.919 1.992 0.000 0.000
45107 180428 38217.354 15.824 2.066 0.000 0.000
45108 180432 38218.049 15.766 1.890 0.000 0.000
45109 180436 38218.957 15.615 1.996 0.000 0.000
45110 180440 38219.741 15.417 2.018 0.000 0.000
45111 180444 38220.255 15.130 1.993 0.000 0.000
45112 180448 38220.843 14.987 1.881 0.000 0.000
45113 180452 38221.760 14.888 2.015 0.000 0.000
45114 180456 38222.816 14.707 1.911 0.000 0.000
45115 180460 38223.591 14.686 1.996 0.000 0.000
45116 180464 38224.312 14.648 2.064 0.000 0.000
45117 180468 38224.990 14.511 1.981 0.000 0.000
45118 180472 38225.563 14.445 2.016 0.000 0.000
45119 180476 38226.123 14.425 1.926 0.000 0.000
45120 180480 38226.814 14.396 1.933 0.000 0.000
45121 180484 38227.528 14.384 1.992 0.000 0.000
45122 180488 38228.186 14.302 1.853 0.000 0.000
45123 180492 38228.967 14.233 1.965 0.000 0.000
45124 180496 38229.789 14.250 1.926 0.000 0.000
45125 180500 38230.542 14.137 1.947 0.000 0.000
45126 180504 38231.183 14.082 1.971 0.000 0.000
45127 180508 38231.974 14.097 1.859 0.000 0.000
45128 180512 38232.802 14.010 1.999 0.000 0.000
45129 180516 38234.038 13.962 1.931 0.000 0.000
45130 180520 38235.055 13.862 1.948 0.000 0.000
45131 180524 38235.497 13.851 1.995 0.000 0.000
45132 180528 38236.037 13.864 1.920 0.000 0.000
45133 180532 38236.769 13.804 1.934 0.000 0.000
45134 180536 38237.212 13.808 1.960 0.000 0.000
45135 180540 38237.697 13.887 2.097 0.000 0.000
45136 180544 38238.473 13.848 1.969 0.000 0.000
45137 180548 38239.388 13.657 1.823 0.000 0.000
45138 180552 38240.416 13.584 1.882 0.000 0.000
45139 180556 38241.809 13.625 1.954 0.000 0.000
45140 180560 38242.789 13.583 2.130 0.000 0.000
45141 180564 38244.006 13.703 1.939 0.000 0.000
45142 180568 38244.930 13.733 1.911 0.000 0.000
45143 180572 38245.475 13.523 1.861 0.000 0.000
45144 180576 38246.008 13.335 1.998 0.000 0.000
45145 180580 38246.433 13.292 1.921 0.000 0.000
45146 180584 38247.196 13.247 1.940 0.000 0.000
45147 180588 38247.921 13.213 2.022 0.000 0.000
45148 180592 38248.764 13.294 1.940 0.000 0.000
45149 180596 38249.663 13.265 1.927 0.000 0.000
45150 180600 38250.456 13.289 1.958 0.000 0.000
45151 180604 38251.256 13.152 1.849 0.000 0.000
45152 180608 38251.839 13.259 1.984 0.000 0.000
45153 180612 38253.131 13.342 1.904 0.000 0.000
45154 180616 38254.037 13.193 2.010 0.000 0.000
45155 180620 38254.652 13.163 2.036 0.000 0.000
45156 180624 38255.242 12.785 1.799 0.000 0.000
45157 180628 38255.879 12.827 1.887 0.000 0.000
45158 180632 38256.640 13.039 1.936 0.000 0.000
45159 180636 38257.497 13.210 1.916 0.000 0.000
45160 180640 38258.217 13.041 1.924 0.000 0.000
45161 180644 38259.078 12.800 1.846 0.000 0.000
45162 180648 38260.025 12.743 1.940 0.000 0.000
45163 180652 38261.047 13.027 1.923 0.000 0.000
45164 180656 38261.657 12.911 1.979 0.000 0.000
45165 180660 38262.605 12.846 1.959 0.000 0.000
45166 180664 38263.256 12.744 1.992 0.000 0.000
45167 180668 38264.120 12.778 1.945 0.000 0.000
45168 180672 38265.088 12.981 2.016 0.000 0.000
45169 180676 38266.130 12.825 1.926 0.000 0.000
45170 180680 38266.893 12.904 1.853 0.000 0.000
45171 180684 38267.427 12.653 1.905 0.000 0.000
45172 180688 38268.104 12.676 1.981 0.000 0.000
45173 180692 38268.967 12.708 1.970 0.000 0.000
45174 180696 38269.672 12.835 1.907 0.000 0.000
45175 180700 38271.150 12.868 2.071 0.000 0.000
45176 180704 38272.665 12.496 1.921 0.000 0.000
45177 180708 38273.622 12.344 2.098 0.000 0.000
45178 180712 38274.492 12.296 1.934 0.000 0.000
45179 180716 38275.581 12.758 1.962 0.000 0.000
45180 180720 38276.013 12.630 1.996 0.000 0.000
45181 180724 38276.493 12.158 1.990 0.000 0.000
45182 180728 38277.055 12.091 1.889 0.000 0.000
45183 180732 38277.638 12.628 1.912 0.000 0.000
45184 180736 38278.279 12.493 1.838 0.000 0.000
45185 180740 38279.392 12.543 2.005 0.000 0.000
45186 180744 38280.541 12.780 1.976 0.000 0.000
45187 180748 38281.790 12.523 1.915 0.000 0.000
45188 180752 38282.823 12.954 1.868 0.000 0.000
45189 180756 38283.981 12.018 1.919 0.000 0.000
45190 180760 38284.701 12.166 1.900 0.000 0.000
45191 180764 38286.013 12.501 2.007 0.000 0.000
45192 180768 38286.596 11.491 1.911 0.000 0.000
45193 180772 38287.716 12.918 1.943 0.000 0.000
45194 180776 38288.841 13.924 1.990 0.000 0.000
45195 180780 38289.607 12.081 2.032 0.000 0.000
45196 180784 38290.383 12.075 2.103 0.000 0.000
45197 180788 38291.085 12.054 2.040 0.000 0.000
45198 180792 38291.597 11.694 2.012 0.000 0.000
45199 180796 38292.065 14.031 1.943 0.000 0.000
45200 180800 38292.849 13.784 2.068 0.000 0.000
45201 180804 38293.789 12.256 1.935 0.000 0.000
45202 180808 38294.845 12.716 2.023 0.000 0.000
45203 180812 38295.931 13.589 1.968 0.000 0.000
45204 180816 38296.495 12.415 1.955 0.000 0.000
45205 180820 38297.091 12.860 2.058 0.000 0.000
45206 180824 38297.744 13.721 2.075 0.000 0.000
45207 180828 38298.370 11.482 1.910 0.000 0.000
45208 180832 38298.902 11.115 1.975 0.000 0.001
45209 180836 38299.583 13.593 2.006 0.000 0.000
45210 180840 38300.155 13.603 1.975 0.000 0.000
45211 180844 38300.883 12.120 2.084 0.000 0.000
45212 180848 38301.658 13.363 2.049 0.000 0.000
45213 180852 38302.647 11.771 1.893 0.000 0.000
45214 180856 38303.528 13.027 2.053 0.000 0.000
45215 180860 38304.421 13.971 2.066 0.000 0.000
45216 180864 38305.320 12.107 1.984 0.000 0.000
45217 180868 38306.193 10.713 1.940 0.000 0.000
45218 180872 38307.049 10.953 2.019 0.000 0.000
45219 180876 38307.836 14.796 2.104 0.000 0.000
45220 180880 38308.541 14.971 2.066 0.000 0.000
45221 180884 38309.015 11.835 2.088 0.000 0.000
45222 180888 38309.555 12.513 2.072 0.000 0.000
45223 180892 38310.168 12.094 1.993 0.000 0.000
45224 180896 38310.793 11.087 1.998 0.000 0.000
45225 180900 38311.716 10.621 2.015 0.000 0.000
45226 180904 38312.795 11.070 2.039 0.000 0.000
45227 180908 38313.900 12.650 2.029 0.000 0.000
45228 180912 38314.719 10.927 2.018 0.000 0.000
45229 180916 38315.547 12.063 1.941 0.000 0.000
45230 180920 38316.152 18.558 2.088 0.000 0.000
45231 180924 38316.683 18.490 2.049 0.000 0.000
45232 180928 38317.280 15.999 2.090 0.000 0.000
45233 180932 38318.015 12.316 2.046 0.000 0.000
45234 180936 38319.066 11.390 2.014 0.000 0.000
45235 180940 38319.852 11.871 1.942 0.000 0.000
45236 180944 38320.807 11.523 2.024 0.000 0.000
45237 180948 38321.750 13.817 1.983 0.000 0.000
45238 180952 38322.602 12.928 2.206 0.000 0.000
45239 180956 38323.419 10.008 2.041 0.000 0.000
45240 180960 38324.663 10.170 2.069 0.000 0.000
45241 180964 38325.732 12.722 2.023 0.000 0.000
45242 180968 38326.498 11.417 2.143 0.000 0.000
45243 180972 38327.158 11.586 1.988 0.000 0.000
45244 180976 38327.672 12.815 1.956 0.000 0.000
45245 180980 38328.237 12.439 2.108 0.000 0.000
45246 180984 38328.779 10.646 2.099 0.000 0.000
45247 180988 38329.526 9.002 1.965 0.000 0.001
45248 180992 38330.380 10.015 2.123 0.000 0.000
45249 180996 38331.192 11.275 2.061 0.000 0.000
45250 181000 38332.240 18.872 1.916 0.000 0.000
45251 181004 38332.862 15.068 1.924 0.000 0.000
45252 181008 38333.360 12.601 2.099 0.000 0.000
45253 181012 38334.046 11.674 2.069 0.000 0.000
45254 181016 38334.753 10.966 2.061 0.000 0.000
45255 181020 38335.367 10.314 1.936 0.000 0.000
45256 181024 38336.118 11.506 2.007 0.000 0.000
45257 181028 38337.157 14.314 1.974 0.000 0.000
45258 181032 38338.048 15.848 1.923 0.000 0.000
45259 181036 38338.900 12.367 2.022 0.000 0.000
45260 181040 38339.537 9.281 2.036 0.000 0.000
45261 181044 38340.109 8.565 2.074 0.000 0.001
45262 181048 38340.705 10.235 1.930 0.000 0.000
45263 181052 38341.708 8.992 2.119 0.000 0.001
45264 181056 38342.672 14.734 1.997 0.000 0.000
45265 181060 38343.459 16.567 2.022 0.000 0.000
45266 181064 38344.180 20.265 2.030 0.000 0.000
45267 181068 38344.965 20.319 2.050 0.000 0.000
45268 181072 38345.721 19.778 1.957 0.000 0.000
45269 181076 38346.396 19.084 1.995 0.000 0.000
45270 181080 38347.000 17.724 1.967 0.000 0.000
45271 181084 38347.637 12.422 2.022 0.000 0.000
45272 181088 38348.235 15.288 2.046 0.000 0.000
45273 181092 38349.019 10.652 2.017 0.000 0.000
45274 181096 38349.626 11.033 1.923 0.000 0.000
45275 181100 38350.205 12.752 1.969 0.000 0.000
45276 181104 38350.718 12.800 2.127 0.000 0.000
45277 181108 38351.299 13.197 1.919 0.000 0.000
45278 181112 38351.987 10.176 2.026 0.000 0.000
45279 181116 38352.836 8.282 1.894 0.000 0.001
45280 181120 38353.646 9.075 2.126 0.000 0.000
45281 181124 38354.336 10.571 1.947 0.000 0.000
45282 181128 38355.116 20.115 1.921 0.000 0.000
45283 181132 38355.989 14.569 1.920 0.000 0.000
45284 181136 38357.140 19.450 1.968 0.000 0.000
45285 181140 38357.897 19.202 1.997 0.000 0.000
45286 181144 38358.793 18.505 2.056 0.000 0.000
45287 181148 38359.711 16.558 2.096 0.000 0.000
45288 181152 38360.421 11.537 1.975 0.000 0.000
45289 181156 38361.587 12.244 1.980 0.000 0.000
45290 181160 38362.584 9.537 1.992 0.000 0.000
45291 181164 38363.460 9.948 2.042 0.000 0.000
45292 181168 38364.204 9.383 1.890 0.000 0.000
45293 181172 38364.862 10.001 1.901 0.000 0.000
45294 181176 38365.343 14.807 1.984 0.000 0.000
45295 181180 38365.797 20.877 2.080 0.000 0.000
45296 181184 38366.410 20.934 2.121 0.000 0.000
45297 181188 38367.147 20.504 1.980 0.000 0.000
45298 181192 38367.733 20.030 2.124 0.000 0.000
45299 181196 38368.582 19.658 2.025 0.000 0.000
45300 181200 38369.198 19.235 1.933 0.000 0.000
45301 181204 38369.793 18.716 1.978 0.000 0.000
45302 181208 38370.457 18.299 2.098 0.000 0.000
45303 181212 38371.168 17.666 1.958 0.000 0.000
45304 181216 38371.975 17.037 2.018 0.000 0.000
45305 181220 38372.491 16.391 2.057 0.000 0.000
45306 181224 38373.255 15.783 2.067 0.000 0.000
45307 181228 38373.820 15.202 1.998 0.000 0.000
45308 181232 38374.939 14.691 2.038 0.000 0.000
45309 181236 38375.941 14.044 2.084 0.000 0.000
45310 181240 38376.634 13.295 2.039 0.000 0.000
45311 181244 38377.420 12.470 1.980 0.000 0.000
45312 181248 38377.999 11.301 2.028 0.000 0.000
45313 181252 38378.604 9.911 2.005 0.000 0.000
45314 181256 38379.165 8.134 2.032 0.000 0.001
45315 181260 38379.631 10.544 1.963 0.000 0.000
45316 181264 38380.102 10.949 1.920 0.000 0.000
45317 181268 38380.497 10.588 1.952 0.000 0.000
45318 181272 38381.017 19.942 1.906 0.000 0.000
45319 181276 38381.557 19.025 2.131 0.000 0.000
45320 181280 38382.059 16.846 1.972 0.000 0.000
45321 181284 38382.875 13.281 2.061 0.000 0.000
45322 181288 38384.360 11.007 1.981 0.000 0.000
45323 181292 38386.048 8.782 1.986 0.000 0.000
45324 181296 38387.313 9.950 2.045 0.000 0.000
45325 181300 38388.039 13.022 1.971 0.000 0.000
45326 181304 38388.715 17.813 2.104 0.000 0.000
45327 181308 38389.531 16.847 1.980 0.000 0.000
45328 181312 38390.506 14.732 2.038 0.000 0.000
45329 181316 38391.161 12.224 2.001 0.000 0.000
45330 181320 38391.823 10.127 2.041 0.000 0.000
45331 181324 38392.463 8.979 1.959 0.000 0.000
45332 181328 38393.712 13.592 2.108 0.000 0.000
45333 181332 38394.819 19.755 2.091 0.000 0.000
45334 181336 38395.953 19.384 2.075 0.000 0.000
45335 181340 38396.951 17.912 2.110 0.000 0.000
45336 181344 38397.944 15.451 1.980 0.000 0.000
45337 181348 38398.770 13.204 2.085 0.000 0.000
45338 181352 38399.543 12.534 2.024 0.000 0.000
45339 181356 38400.562 11.189 2.132 0.000 0.000
45340 181360 38401.570 8.469 2.042 0.000 0.001
45341 181364 38402.171 8.180 2.007 0.000 0.001
45342 181368 38402.869 9.390 1.958 0.000 0.000
45343 181372 38403.445 19.807 1.886 0.000 0.000
45344 181376 38404.156 15.316 1.891 0.000 0.000
45345 181380 38404.817 16.276 2.014 0.000 0.000
45346 181384 38405.441 14.323 2.024 0.000 0.000
45347 181388 38406.205 11.094 1.976 0.000 0.000
45348 181392 38407.221 11.920 2.005 0.000 0.000
45349 181396 38408.043 16.951 2.025 0.000 0.000
45350 181400 38408.806 12.549 2.028 0.000 0.000
45351 181404 38409.879 9.662 2.004 0.000 0.000
45352 181408 38410.822 10.147 2.052 0.000 0.000
45353 181412 38411.938 16.096 2.109 0.000 0.000
45354 181416 38412.930 9.793 1.949 0.000 0.000
45355 181420 38413.597 13.210 2.007 0.000 0.000
45356 181424 38414.381 20.132 1.996 0.000 0.000
45357 181428 38415.132 19.936 2.041 0.000 0.000
45358 181432 38415.938 19.647 2.007 0.000 0.000
45359 181436 38416.641 19.375 1.995 0.000 0.000
45360 181440 38417.433 19.079 2.019 0.000 0.000
45361 181444 38418.186 18.922 2.074 0.000 0.000
45362 181448 38419.028 18.661 1.987 0.000 0.000
45363 181452 38419.687 18.544 1.971 0.000 0.000
45364 181456 38420.754 18.295 2.039 0.000 0.000
45365 181460 38421.887 18.230 2.094 0.000 0.000
45366 181464 38422.962 18.065 2.028 0.000 0.000
45367 181468 38423.941 17.888 1.941 0.000 0.000
45368 181472 38424.691 17.687 2.051 0.000 0.000
45369 181476 38425.722 17.582 2.031 0.000 0.000
45370 181480 38426.593 17.333 2.044 0.000 0.000
45371 181484 38427.346 17.182 1.954 0.000 0.000
45372 181488 38428.134 16.875 2.062 0.000 0.000
45373 181492 38429.024 16.684 2.105 0.000 0.000
45374 181496 38429.773 16.251 2.043 0.000 0.000
45375 181500 38430.345 15.742 2.049 0.000 0.000
45376 181504 38431.033 14.887 1.975 0.000 0.000
45377 181508 38431.764 14.205 2.052 0.000 0.000
45378 181512 38432.619 14.677 2.012 0.000 0.000
45379 181516 38433.553 13.746 1.963 0.000 0.000
45380 181520 38434.514 13.584 2.146 0.000 0.000
45381 181524 38435.458 13.373 2.137 0.000 0.000
45382 181528 38436.557 12.854 2.091 0.000 0.000
45383 181532 38437.184 12.563 2.007 0.000 0.000
45384 181536 38437.656 13.643 2.011 0.000 0.000
45385 181540 38438.222 12.300 1.975 0.000 0.000
45386 181544 38438.835 11.986 1.998 0.000 0.000
45387 181548 38439.613 12.245 2.049 0.000 0.000
45388 181552 38440.511 13.846 2.021 0.000 0.000
45389 181556 38441.293 9.610 2.020 0.000 0.000
45390 181560 38442.512 9.332 2.003 0.000 0.000
45391 181564 38443.373 12.910 1.995 0.000 0.000
45392 181568 38444.048 9.564 2.028 0.000 0.000
45393 181572 38444.523 15.375 1.933 0.000 0.000
45394 181576 38445.060 15.608 1.958 0.000 0.000
45395 181580 38445.642 11.908 1.959 0.000 0.000
45396 181584 38446.164 9.186 2.065 0.000 0.000
45397 181588 38446.740 8.814 2.005 0.000 0.000
45398 181592 38447.184 8.285 2.015 0.000 0.001
45399 181596 38448.055 13.873 1.896 0.000 0.000
45400 181600 38449.050 20.243 1.940 0.000 0.000
45401 181604 38449.989 19.396 1.935 0.000 0.000
45402 181608 38450.943 18.959 2.095 0.000 0.000
45403 181612 38452.164 18.648 1.976 0.000 0.000
45404 181616 38452.964 18.171 1.986 0.000 0.000
45405 181620 38453.574 17.880 2.009 0.000 0.000
45406 181624 38454.268 17.533 2.097 0.000 0.000
45407 181628 38454.723 17.164 2.059 0.000 0.000
45408 181632 38455.132 16.650 2.048 0.000 0.000
45409 181636 38455.574 16.262 2.087 0.000 0.000
45410 181640 38456.116 15.713 2.059 0.000 0.000
45411 181644 38457.315 15.172 2.085 0.000 0.000
45412 181648 38458.468 14.209 2.095 0.000 0.000
45413 181652 38459.836 13.665 1.968 0.000 0.000
45414 181656 38461.333 12.955 1.996 0.000 0.000
45415 181660 38462.058 11.767 2.052 0.000 0.000
45416 181664 38462.612 11.581 2.071 0.000 0.000
45417 181668 38463.257 11.561 1.908 0.000 0.000
45418 181672 38463.813 10.910 1.987 0.000 0.000
45419 181676 38464.261 9.118 1.990 0.000 0.001
45420 181680 38464.858 10.180 1.945 0.000 0.000
45421 181684 38465.426 10.506 2.103 0.000 0.000
45422 181688 38466.046 18.911 2.174 0.000 0.000
45423 181692 38466.538 15.053 1.986 0.000 0.000
45424 181696 38467.451 9.708 2.027 0.000 0.000
45425 181700 38468.384 9.669 2.081 0.000 0.000
45426 181704 38469.354 18.688 2.066 0.000 0.000
45427 181708 38470.495 18.383 2.014 0.000 0.000
45428 181712 38471.353 13.834 2.017 0.000 0.000
45429 181716 38472.212 11.659 2.025 0.000 0.000
45430 181720 38473.046 10.799 2.028 0.000 0.000
45431 181724 38474.012 11.433 2.005 0.000 0.000
45432 181728 38475.069 19.501 2.064 0.000 0.000
45433 181732 38475.768 19.334 2.034 0.000 0.000
45434 181736 38476.282 19.028 2.096 0.000 0.000
45435 181740 38476.764 18.694 1.990 0.000 0.000
45436 181744 38477.471 18.298 2.034 0.000 0.000
45437 181748 38478.260 18.023 2.050 0.000 0.000
45438 181752 38478.919 17.497 2.013 0.000 0.000
45439 181756 38479.668 16.747 1.965 0.000 0.000
45440 181760 38480.419 15.479 1.972 0.000 0.000
45441 181764 38481.171 12.745 2.021 0.000 0.000
45442 181768 38481.955 12.052 2.029 0.000 0.000
45443 181772 38482.768 9.810 2.088 0.000 0.000
45444 181776 38483.596 10.296 2.025 0.000 0.000
45445 181780 38484.596 11.995 1.918 0.000 0.000
45446 181784 38485.287 13.779 2.165 0.000 0.000
45447 181788 38486.029 7.996 2.086 0.000 0.001
45448 181792 38486.725 13.514 2.098 0.000 0.000
45449 181796 38487.207 20.314 2.064 0.000 0.000
45450 181800 38487.817 18.714 1.962 0.000 0.000
45451 181804 38488.379 17.527 2.006 0.000 0.000
45452 181808 38489.239 14.990 2.028 0.000 0.000
45453 181812 38489.939 11.032 2.026 0.000 0.000
45454 181816 38490.625 10.173 2.023 0.000 0.000
45455 181820 38491.466 8.364 2.072 0.000 0.001
45456 181824 38492.381 8.774 2.038 0.000 0.001
45457 181828 38493.391 9.173 1.923 0.000 0.000
45458 181832 38494.540 9.648 1.977 0.000 0.000
45459 181836 38495.467 10.143 2.039 0.000 0.000
45460 181840 38496.133 20.853 2.064 0.000 0.000
45461 181844 38496.747 20.167 1.946 0.000 0.000
45462 181848 38497.222 19.638 1.985 0.000 0.000
45463 181852 38498.043 19.305 2.091 0.000 0.000
